1.wav,"We're starting in P"
2.wav,"We're starting in position"
3.wav,"We're starting in P"
4.wav,"We're starting in P"
5.wav,"We're starting in position"
6.wav,"Okay, we're starting in position"
7.wav,"Okay, we're starting P"
