1.wav,"3 wide, you're in the middle"
2.wav,"you're 3 wide, do you have to be?"
3.wav,"you're in the middle, keep it straight"
4.wav,"you have cars both sides"
5.wav,"you're going 3 wide, get out if you can"
6.wav,"you're 3 wide, be predictable"
